,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupSize,CabinOrientation,Total_spent
7173,Earth,1,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,0,5,Estribor,0.0
7174,Europa,1,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7175,Earth,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Estribor,0.0
7176,Europa,1,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7177,Earth,1,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7178,Earth,1,Destino desconocido,40.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7179,Mars,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7180,Europa,1,55 Cancri e,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7181,Earth,0,TRAPPIST-1e,24.0,0,0.0,636.0,136.0,37.0,0.0,0,1,Babor,809.0
7182,Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7183,Earth,0,TRAPPIST-1e,29.0,0,0.0,7.0,31.0,700.0,0.0,0,1,Estribor,738.0
7184,Mars,0,TRAPPIST-1e,37.0,1,2771.0,0.0,6.0,1.0,10.0,0,1,Estribor,2788.0
7185,Earth,1,PSO J318.5-22,49.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Estribor,0.0
7186,Earth,0,TRAPPIST-1e,42.0,0,1132.0,0.0,0.0,77.0,608.0,0,2,Babor,1817.0
7187,Earth,1,TRAPPIST-1e,54.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
7188,Earth,1,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
7189,Europa,0,TRAPPIST-1e,27.0,0,0.0,6.0,0.0,7786.0,0.0,0,1,Babor,7792.0
7190,Earth,1,TRAPPIST-1e,53.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Estribor,0.0
7191,Earth,0,TRAPPIST-1e,28.0,0,0.0,817.0,58.0,0.0,25.0,1,1,Estribor,900.0
7192,Europa,0,TRAPPIST-1e,24.0,0,812.0,5450.0,0.0,1.0,262.0,1,1,Estribor,6525.0
7193,Earth,0,PSO J318.5-22,20.0,0,0.0,0.0,8.0,1.0,1175.0,0,1,Babor,1184.0
7194,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
7195,Earth,0,Destino desconocido,24.0,0,0.0,96.0,0.0,597.0,0.0,0,1,Babor,693.0
7196,Earth,0,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7197,Mars,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7198,Europa,0,55 Cancri e,32.0,1,0.0,48.0,0.0,3204.0,112.0,0,1,Estribor,3364.0
7199,Europa,0,TRAPPIST-1e,36.0,0,0.0,2979.0,0.0,68.0,347.0,1,2,Babor,3394.0
7200,Europa,0,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
7201,Earth,0,TRAPPIST-1e,30.0,0,574.0,0.0,0.0,25.0,2.0,0,1,Babor,601.0
7202,Mars,0,TRAPPIST-1e,34.0,0,751.0,0.0,185.0,0.0,77.0,0,2,Babor,1013.0
7203,Mars,0,TRAPPIST-1e,37.0,0,1000.0,0.0,80.0,40.0,0.0,0,2,Babor,1120.0
7204,Europa,0,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7205,Europa,1,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7206,Mars,0,TRAPPIST-1e,39.0,0,332.0,0.0,728.0,2.0,86.0,1,1,Babor,1148.0
7207,Earth,0,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7208,Mars,0,TRAPPIST-1e,54.0,0,1144.0,140.0,2.0,2.0,0.0,0,1,Babor,1288.0
7209,Earth,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
7210,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7211,Origen desconocido,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7212,Mars,0,TRAPPIST-1e,46.0,0,5888.0,0.0,13.0,12.0,0.0,0,1,Estribor,5913.0
7213,Earth,0,Destino desconocido,23.0,0,40.0,4.0,9.0,318.0,1413.0,0,1,Babor,1784.0
7214,Earth,0,TRAPPIST-1e,18.0,0,110.0,103.0,471.0,11.0,1.0,0,1,Estribor,696.0
7215,Earth,0,PSO J318.5-22,27.0,0,2647.0,0.0,0.0,42.0,32.0,0,2,Babor,2721.0
7216,Earth,1,PSO J318.5-22,24.0,0,0.0,0.0,0.0,0.0,0.0,0,2,Babor,0.0
7217,Europa,0,TRAPPIST-1e,27.0,0,118.0,1769.0,4127.0,118.0,619.0,1,1,Babor,6751.0
7218,Origen desconocido,0,TRAPPIST-1e,24.0,0,0.0,82.0,0.0,1624.0,77.0,0,1,Babor,1783.0
7219,Europa,0,TRAPPIST-1e,25.0,1,1.0,4298.0,0.0,0.0,2.0,1,1,Estribor,4301.0
7220,Europa,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7221,Earth,0,TRAPPIST-1e,19.0,0,0.0,28.0,62.0,24.0,1686.0,0,1,Babor,1800.0
7222,Earth,0,55 Cancri e,18.0,0,1.0,5.0,305.0,347.0,0.0,0,1,Babor,658.0
7223,Europa,1,55 Cancri e,49.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7224,Earth,0,TRAPPIST-1e,64.0,0,0.0,0.0,0.0,563.0,344.0,0,1,Babor,907.0
7225,Mars,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7226,Earth,0,55 Cancri e,53.0,0,0.0,0.0,754.0,46.0,0.0,0,1,Babor,800.0
7227,Mars,0,TRAPPIST-1e,27.0,0,83.0,0.0,2621.0,5.0,0.0,1,1,Babor,2709.0
7228,Europa,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7229,Mars,0,TRAPPIST-1e,25.0,0,338.0,319.0,32.0,15.0,0.0,0,1,Estribor,704.0
7230,Earth,0,55 Cancri e,33.0,0,0.0,0.0,0.0,436.0,224.0,1,1,Estribor,660.0
7231,Europa,0,TRAPPIST-1e,27.0,0,0.0,9.0,0.0,40.0,7621.0,0,1,Estribor,7670.0
7232,Europa,1,55 Cancri e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7233,Europa,1,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7234,Mars,0,TRAPPIST-1e,27.0,0,1730.0,0.0,379.0,5.0,0.0,0,1,Babor,2114.0
7235,Mars,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7236,Earth,0,TRAPPIST-1e,22.0,0,60.0,48.0,0.0,0.0,500.0,0,1,Babor,608.0
7237,Earth,0,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,0,2,Estribor,0.0
7238,Earth,0,TRAPPIST-1e,24.0,0,9.0,769.0,9.0,0.0,0.0,0,2,Estribor,787.0
7239,Mars,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7240,Mars,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7241,Earth,0,TRAPPIST-1e,63.0,0,0.0,243.0,0.0,777.0,0.0,0,1,Babor,1020.0
7242,Europa,0,TRAPPIST-1e,19.0,0,0.0,4534.0,0.0,617.0,1156.0,0,2,Estribor,6307.0
7243,Europa,1,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7244,Europa,1,55 Cancri e,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,1,1,Desconocido,0.0
7245,Mars,0,TRAPPIST-1e,41.0,0,688.0,31.0,1880.0,0.0,0.0,0,1,Babor,2599.0
7246,Europa,0,TRAPPIST-1e,44.0,0,18.0,1451.0,0.0,279.0,64.0,0,2,Estribor,1812.0
7247,Europa,0,TRAPPIST-1e,39.0,1,0.0,395.0,0.0,1012.0,1080.0,0,2,Estribor,2487.0
7248,Mars,1,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
7249,Mars,0,TRAPPIST-1e,37.0,0,416.0,56.0,1912.0,0.0,0.0,0,2,Babor,2384.0
7250,Europa,1,55 Cancri e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7251,Earth,0,PSO J318.5-22,18.0,0,0.0,0.0,0.0,746.0,1.0,0,1,Estribor,747.0
7252,Earth,1,55 Cancri e,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
7253,Europa,0,55 Cancri e,55.0,0,1.0,2670.0,34.0,542.0,1339.0,1,1,Estribor,4586.0
7254,Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7255,Europa,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7256,Europa,0,TRAPPIST-1e,43.0,0,0.0,8948.0,0.0,153.0,872.0,1,2,Estribor,9973.0
7257,Earth,0,PSO J318.5-22,32.0,0,0.0,494.0,0.0,0.0,213.0,0,1,Estribor,707.0
7258,Earth,0,TRAPPIST-1e,23.0,0,1.0,0.0,0.0,237.0,553.0,1,2,Babor,791.0
7259,Earth,1,55 Cancri e,5.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
7260,Earth,0,55 Cancri e,14.0,0,325.0,0.0,19.0,506.0,2.0,0,1,Estribor,852.0
7261,Earth,0,TRAPPIST-1e,24.0,0,1405.0,0.0,14.0,2.0,163.0,0,1,Babor,1584.0
7262,Earth,1,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7263,Earth,0,TRAPPIST-1e,14.0,0,0.0,268.0,239.0,127.0,0.0,1,1,Estribor,634.0
7264,Earth,0,TRAPPIST-1e,20.0,0,98.0,499.0,0.0,142.0,52.0,0,1,Babor,791.0
7265,Earth,0,TRAPPIST-1e,17.0,0,527.0,124.0,37.0,290.0,30.0,0,2,Estribor,1008.0
7266,Earth,0,55 Cancri e,20.0,0,748.0,0.0,0.0,0.0,487.0,0,2,Estribor,1235.0
7267,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,692.0,18.0,0.0,1,1,Estribor,710.0
7268,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7269,Mars,0,55 Cancri e,67.0,0,1146.0,16.0,39.0,0.0,518.0,1,1,Babor,1719.0
7270,Europa,0,55 Cancri e,28.0,0,7.0,489.0,0.0,4.0,6027.0,0,1,Babor,6527.0
7271,Europa,0,Destino desconocido,57.0,0,0.0,412.0,0.0,5491.0,234.0,0,1,Babor,6137.0
7272,Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7273,Mars,0,TRAPPIST-1e,34.0,0,1199.0,33.0,346.0,0.0,0.0,0,2,Estribor,1578.0
7274,Mars,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,0,2,Estribor,0.0
7275,Earth,0,55 Cancri e,33.0,0,0.0,53.0,615.0,9.0,0.0,1,1,Babor,677.0
7276,Europa,0,55 Cancri e,33.0,0,0.0,73.0,31.0,8493.0,9065.0,0,2,Estribor,17662.0
7277,Europa,0,TRAPPIST-1e,28.0,0,0.0,180.0,0.0,778.0,4973.0,0,2,Estribor,5931.0
7278,Mars,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7279,Mars,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7280,Earth,0,TRAPPIST-1e,13.0,0,406.0,0.0,52.0,0.0,387.0,0,1,Estribor,845.0
7281,Earth,0,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,45.0,3372.0,0,1,Babor,3417.0
7282,Europa,0,55 Cancri e,39.0,0,258.0,1541.0,0.0,0.0,621.0,0,2,Estribor,2420.0
7283,Europa,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Desconocido,0.0
7284,Earth,0,PSO J318.5-22,43.0,0,0.0,0.0,110.0,538.0,0.0,0,1,Estribor,648.0
7285,Earth,0,TRAPPIST-1e,32.0,0,0.0,368.0,0.0,304.0,741.0,0,1,Estribor,1413.0
7286,Origen desconocido,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,0,3,Estribor,0.0
7287,Mars,0,55 Cancri e,45.0,0,810.0,0.0,132.0,198.0,0.0,0,3,Estribor,1140.0
7288,Mars,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
7289,Earth,0,55 Cancri e,64.0,0,19.0,261.0,208.0,0.0,214.0,0,1,Estribor,702.0
7290,Origen desconocido,0,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,2141.0,0,1,Babor,2141.0
7291,Earth,0,TRAPPIST-1e,44.0,0,358.0,303.0,0.0,0.0,131.0,0,1,Babor,792.0
7292,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7293,Origen desconocido,0,55 Cancri e,21.0,0,1720.0,2337.0,0.0,1.0,335.0,0,1,Desconocido,4393.0
7294,Mars,0,TRAPPIST-1e,33.0,0,166.0,634.0,419.0,201.0,1178.0,0,1,Babor,2598.0
7295,Earth,0,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0,0,2,Babor,0.0
7296,Earth,1,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
7297,Earth,0,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
7298,Earth,0,55 Cancri e,24.0,0,0.0,688.0,0.0,0.0,1.0,0,1,Babor,689.0
7299,Earth,0,TRAPPIST-1e,26.0,0,0.0,79.0,53.0,0.0,0.0,0,1,Babor,132.0
7300,Mars,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7301,Mars,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7302,Earth,0,TRAPPIST-1e,22.0,0,769.0,0.0,0.0,1.0,729.0,0,1,Estribor,1499.0
7303,Mars,0,TRAPPIST-1e,26.0,0,1333.0,0.0,50.0,0.0,0.0,0,1,Estribor,1383.0
7304,Earth,0,TRAPPIST-1e,27.0,0,0.0,55.0,0.0,740.0,85.0,0,1,Babor,880.0
7305,Earth,0,PSO J318.5-22,27.0,0,0.0,605.0,0.0,0.0,0.0,1,1,Estribor,605.0
7306,Earth,0,PSO J318.5-22,37.0,0,0.0,925.0,0.0,0.0,0.0,1,1,Estribor,925.0
7307,Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
7308,Earth,0,55 Cancri e,24.0,0,0.0,0.0,809.0,0.0,0.0,1,1,Babor,809.0
7309,Origen desconocido,0,TRAPPIST-1e,23.0,0,535.0,3.0,17.0,0.0,214.0,0,1,Estribor,769.0
7310,Earth,0,PSO J318.5-22,18.0,0,0.0,76.0,0.0,993.0,6.0,0,1,Babor,1075.0
7311,Earth,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Estribor,0.0
7312,Earth,1,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7313,Earth,1,PSO J318.5-22,23.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Estribor,0.0
7314,Earth,1,PSO J318.5-22,2.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Estribor,0.0
7315,Earth,0,TRAPPIST-1e,46.0,0,0.0,0.0,0.0,17.0,655.0,0,4,Estribor,672.0
7316,Origen desconocido,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,0,4,Estribor,0.0
7317,Mars,0,TRAPPIST-1e,16.0,0,1095.0,0.0,54.0,0.0,0.0,0,1,Babor,1149.0
7318,Mars,0,TRAPPIST-1e,19.0,0,1823.0,36.0,81.0,0.0,0.0,0,1,Estribor,1940.0
7319,Europa,0,55 Cancri e,34.0,0,0.0,3424.0,6.0,2445.0,1128.0,0,2,Estribor,7003.0
7320,Europa,0,TRAPPIST-1e,34.0,0,11.0,3299.0,0.0,1013.0,15.0,1,2,Estribor,4338.0
7321,Earth,0,TRAPPIST-1e,24.0,0,482.0,967.0,349.0,19.0,0.0,0,1,Estribor,1817.0
7322,Earth,1,PSO J318.5-22,28.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Estribor,0.0
7323,Europa,1,55 Cancri e,44.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7324,Europa,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7325,Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
7326,Earth,0,PSO J318.5-22,18.0,0,328.0,0.0,0.0,24.0,309.0,0,1,Estribor,661.0
7327,Earth,0,PSO J318.5-22,43.0,0,6.0,25.0,0.0,5250.0,0.0,0,2,Babor,5281.0
7328,Earth,0,PSO J318.5-22,48.0,0,0.0,0.0,501.0,242.0,0.0,0,2,Babor,743.0
7329,Mars,0,TRAPPIST-1e,46.0,0,52.0,0.0,1185.0,61.0,0.0,1,1,Estribor,1298.0
7330,Mars,1,TRAPPIST-1e,75.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Desconocido,0.0
7331,Europa,1,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7332,Earth,0,TRAPPIST-1e,34.0,0,0.0,9.0,617.0,0.0,281.0,0,1,Babor,907.0
7333,Mars,0,TRAPPIST-1e,29.0,0,1052.0,0.0,635.0,0.0,0.0,0,2,Desconocido,1687.0
7334,Mars,1,TRAPPIST-1e,46.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7335,Earth,0,TRAPPIST-1e,22.0,0,558.0,63.0,0.0,0.0,0.0,0,1,Estribor,621.0
7336,Mars,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Estribor,0.0
7337,Mars,1,TRAPPIST-1e,46.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7338,Earth,0,TRAPPIST-1e,15.0,0,0.0,6.0,0.0,981.0,0.0,0,1,Babor,987.0
7339,Origen desconocido,0,TRAPPIST-1e,42.0,0,1227.0,773.0,14.0,0.0,0.0,0,3,Estribor,2014.0
7340,Mars,0,TRAPPIST-1e,31.0,0,166.0,0.0,297.0,835.0,0.0,0,3,Estribor,1298.0
7341,Mars,1,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
7342,Earth,0,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,156.0,620.0,0,1,Estribor,776.0
7343,Earth,0,TRAPPIST-1e,21.0,0,9.0,0.0,0.0,25.0,811.0,0,3,Babor,845.0
7344,Earth,0,55 Cancri e,16.0,0,0.0,11.0,0.0,863.0,0.0,0,3,Babor,874.0
7345,Earth,0,TRAPPIST-1e,40.0,0,634.0,60.0,134.0,0.0,0.0,0,3,Babor,828.0
7346,Origen desconocido,0,TRAPPIST-1e,23.0,0,550.0,0.0,738.0,0.0,0.0,1,1,Estribor,1288.0
7347,Earth,1,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
7348,Earth,0,TRAPPIST-1e,17.0,0,99.0,516.0,1967.0,0.0,6.0,1,1,Estribor,2588.0
7349,Earth,0,55 Cancri e,37.0,0,19.0,443.0,1769.0,0.0,3.0,1,1,Estribor,2234.0
7350,Europa,1,PSO J318.5-22,30.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
7351,Europa,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
7352,Europa,1,55 Cancri e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
7353,Europa,0,55 Cancri e,43.0,0,0.0,16856.0,0.0,4344.0,977.0,0,1,Babor,22177.0
7354,Earth,0,55 Cancri e,17.0,0,6256.0,0.0,0.0,1.0,21.0,0,1,Estribor,6278.0
7355,Europa,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7356,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Desconocido,0.0
7357,Earth,0,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,0,6,Babor,0.0
7358,Earth,0,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,1714.0,0.0,0,6,Babor,1714.0
7359,Earth,0,TRAPPIST-1e,25.0,0,131.0,124.0,408.0,196.0,9.0,0,6,Babor,868.0
7360,Earth,0,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,0,6,Babor,0.0
7361,Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,1,6,Babor,0.0
7362,Earth,0,PSO J318.5-22,7.0,0,0.0,0.0,0.0,0.0,0.0,1,6,Babor,0.0
7363,Origen desconocido,0,TRAPPIST-1e,24.0,0,569.0,156.0,0.0,12.0,0.0,0,2,Babor,737.0
7364,Earth,0,TRAPPIST-1e,19.0,0,0.0,721.0,0.0,25.0,1.0,1,2,Babor,747.0
7365,Europa,1,55 Cancri e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7366,Earth,0,TRAPPIST-1e,49.0,0,0.0,1738.0,0.0,19.0,0.0,0,1,Babor,1757.0
7367,Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,32.0,0.0,673.0,0,1,Babor,705.0
7368,Earth,0,TRAPPIST-1e,25.0,0,0.0,478.0,71.0,11.0,162.0,0,1,Babor,722.0
7369,Earth,0,TRAPPIST-1e,46.0,0,248.0,0.0,0.0,4.0,0.0,0,1,Estribor,252.0
7370,Earth,1,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,0,2,Babor,0.0
7371,Earth,0,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Babor,0.0
7372,Earth,1,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7373,Mars,0,TRAPPIST-1e,23.0,0,1610.0,2.0,465.0,0.0,0.0,0,1,Babor,2077.0
7374,Earth,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7375,Earth,0,TRAPPIST-1e,16.0,0,0.0,11.0,0.0,8.0,827.0,0,1,Babor,846.0
7376,Earth,0,TRAPPIST-1e,29.0,0,37.0,0.0,644.0,0.0,177.0,1,1,Estribor,858.0
7377,Europa,1,PSO J318.5-22,35.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
7378,Earth,0,TRAPPIST-1e,58.0,0,0.0,268.0,0.0,109.0,594.0,0,3,Estribor,971.0
7379,Earth,1,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
7380,Earth,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Desconocido,0.0
7381,Earth,1,55 Cancri e,2.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Estribor,0.0
7382,Earth,0,TRAPPIST-1e,13.0,0,34.0,1.0,0.0,824.0,29.0,0,2,Desconocido,888.0
7383,Mars,0,TRAPPIST-1e,18.0,0,196.0,0.0,744.0,0.0,0.0,1,1,Babor,940.0
7384,Earth,0,55 Cancri e,29.0,0,46.0,68.0,589.0,88.0,0.0,1,1,Estribor,791.0
7385,Earth,0,55 Cancri e,21.0,0,102.0,9.0,21.0,464.0,104.0,0,1,Estribor,700.0
7386,Europa,1,55 Cancri e,43.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7387,Earth,1,TRAPPIST-1e,69.0,0,0.0,0.0,0.0,0.0,0.0,0,3,Estribor,0.0
7388,Earth,0,TRAPPIST-1e,40.0,0,0.0,0.0,14.0,785.0,10.0,0,3,Estribor,809.0
7389,Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
7390,Mars,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7391,Earth,0,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0,0,4,Babor,0.0
7392,Earth,1,PSO J318.5-22,17.0,0,0.0,0.0,0.0,0.0,0.0,1,4,Babor,0.0
7393,Earth,1,TRAPPIST-1e,49.0,0,0.0,0.0,0.0,0.0,0.0,0,4,Babor,0.0
7394,Earth,0,TRAPPIST-1e,23.0,0,1.0,700.0,0.0,7.0,136.0,0,4,Babor,844.0
7395,Earth,0,TRAPPIST-1e,39.0,0,472.0,0.0,0.0,173.0,0.0,0,1,Babor,645.0
7396,Earth,1,TRAPPIST-1e,53.0,0,0.0,0.0,0.0,0.0,0.0,1,2,Desconocido,0.0
7397,Earth,0,TRAPPIST-1e,26.0,0,485.0,8.0,3958.0,0.0,0.0,1,2,Babor,4451.0
7398,Europa,0,TRAPPIST-1e,31.0,0,0.0,87.0,0.0,2263.0,224.0,0,3,Estribor,2574.0
7399,Europa,1,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,0.0,0.0,1,3,Estribor,0.0
7400,Europa,0,55 Cancri e,26.0,0,1432.0,1283.0,0.0,178.0,5034.0,0,3,Estribor,7927.0
7401,Mars,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7402,Europa,1,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7403,Earth,0,Destino desconocido,30.0,0,4.0,637.0,0.0,0.0,3.0,0,1,Babor,644.0
7404,Earth,1,TRAPPIST-1e,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,1,1,Estribor,0.0
7405,Earth,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,0,3,Babor,0.0
7406,Earth,0,TRAPPIST-1e,24.0,0,0.0,80.0,106.0,344.0,0.0,0,3,Babor,530.0
7407,Earth,0,TRAPPIST-1e,47.0,0,397.0,0.0,321.0,0.0,5.0,1,3,Babor,723.0
7408,Earth,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,0,1,Babor,0.0
7409,Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,1,Babor,0.0
